"year","month","day","PM_Average","city"
2012,1,4,71,"Shanghai"
2012,1,5,117.208333333333,"Beijing"
2012,1,5,51.8181818181818,"Shanghai"
2012,1,6,113.5,"Beijing"
2012,1,6,43.4583333333333,"Shanghai"
2012,1,7,118,"Beijing"
2012,1,7,41.2083333333333,"Shanghai"
2012,1,8,170.458333333333,"Beijing"
2012,1,8,27.4583333333333,"Shanghai"
2012,1,9,176.75,"Beijing"
2012,1,9,49.6666666666667,"Shanghai"
2012,1,10,231.791666666667,"Beijing"
2012,1,10,89.0434782608696,"Shanghai"
2012,1,11,55.9583333333333,"Beijing"
2012,1,11,138.083333333333,"Shanghai"
2012,1,12,153.666666666667,"Beijing"
2012,1,12,46.2083333333333,"Shanghai"
2012,1,13,60.75,"Beijing"
2012,1,13,85.3333333333333,"Shanghai"
2012,1,14,87,"Beijing"
2012,1,14,65.5416666666667,"Shanghai"
2012,1,15,NA,"Beijing"
2012,1,15,35,"Shanghai"
2012,1,16,NA,"Beijing"
2012,1,16,21.1666666666667,"Shanghai"
2012,1,17,327.615384615385,"Beijing"
2012,1,17,29.7391304347826,"Shanghai"
2012,1,18,402.333333333333,"Beijing"
2012,1,18,35.5,"Shanghai"
2012,1,19,428.541666666667,"Beijing"
2012,1,19,122.958333333333,"Shanghai"
2012,1,20,39.4166666666667,"Beijing"
2012,1,20,131.208333333333,"Shanghai"
2012,1,21,15.625,"Beijing"
2012,1,21,56.0833333333333,"Shanghai"
2012,1,22,56.5416666666667,"Beijing"
2012,1,22,38.4583333333333,"Shanghai"
2012,1,23,193.791666666667,"Beijing"
2012,1,23,72.0416666666667,"Shanghai"
2012,1,24,19.4583333333333,"Beijing"
2012,1,24,66.7916666666667,"Shanghai"
2012,1,25,67.4583333333333,"Beijing"
2012,1,25,122.416666666667,"Shanghai"
2012,1,26,107.125,"Beijing"
2012,1,26,47.4583333333333,"Shanghai"
2012,1,27,72,"Beijing"
2012,1,27,61.5,"Shanghai"
2012,1,28,90.75,"Beijing"
2012,1,28,37.625,"Shanghai"
2012,1,29,43.2916666666667,"Beijing"
2012,1,29,36,"Shanghai"
2012,1,30,119.625,"Beijing"
2012,1,30,56.1666666666667,"Shanghai"
2012,1,31,71.5,"Beijing"
2012,1,31,74.2083333333333,"Shanghai"
2012,2,1,18.9166666666667,"Beijing"
2012,2,1,59.7916666666667,"Shanghai"
2012,2,2,29.875,"Beijing"
2012,2,2,28.5217391304348,"Shanghai"
2012,2,3,68.9583333333333,"Beijing"
2012,2,3,40.2916666666667,"Shanghai"
2012,2,4,39.5833333333333,"Beijing"
2012,2,4,38.5,"Shanghai"
2012,2,5,133.541666666667,"Beijing"
2012,2,5,65.0416666666667,"Shanghai"
2012,2,6,76,"Beijing"
2012,2,6,45.625,"Shanghai"
2012,2,7,11.7083333333333,"Beijing"
2012,2,7,65.5833333333333,"Shanghai"
2012,2,8,15.125,"Beijing"
2012,2,8,45.5833333333333,"Shanghai"
2012,2,9,47.0416666666667,"Beijing"
2012,2,9,72.375,"Shanghai"
2012,2,10,28.5416666666667,"Beijing"
2012,2,10,76.2083333333333,"Shanghai"
2012,2,11,92,"Beijing"
2012,2,11,100.086956521739,"Shanghai"
2012,2,12,106.333333333333,"Beijing"
2012,2,12,24.0416666666667,"Shanghai"
2012,2,13,212.125,"Beijing"
2012,2,13,90.2083333333333,"Shanghai"
2012,2,14,100.458333333333,"Beijing"
2012,2,14,76.2083333333333,"Shanghai"
2012,2,15,108.875,"Beijing"
2012,2,15,37.25,"Shanghai"
2012,2,16,13.7083333333333,"Beijing"
2012,2,16,26.0833333333333,"Shanghai"
2012,2,17,14.0416666666667,"Beijing"
2012,2,17,53.2083333333333,"Shanghai"
2012,2,18,36.375,"Beijing"
2012,2,18,36.5416666666667,"Shanghai"
2012,2,19,68.2083333333333,"Beijing"
2012,2,19,56.9583333333333,"Shanghai"
2012,2,20,146.25,"Beijing"
2012,2,20,81.125,"Shanghai"
2012,2,21,119.333333333333,"Beijing"
2012,2,21,79,"Shanghai"
2012,2,22,162.583333333333,"Beijing"
2012,2,22,38.0833333333333,"Shanghai"
2012,2,23,26.2916666666667,"Beijing"
2012,2,23,85.8695652173913,"Shanghai"
2012,2,24,92.9166666666667,"Beijing"
2012,2,24,70.7916666666667,"Shanghai"
2012,2,25,24.7916666666667,"Beijing"
2012,2,25,38.695652173913,"Shanghai"
2012,2,26,62.125,"Beijing"
2012,2,26,23.125,"Shanghai"
2012,2,27,195.291666666667,"Beijing"
2012,2,27,23.75,"Shanghai"
2012,2,28,204.75,"Beijing"
2012,2,28,26.9583333333333,"Shanghai"
2012,2,29,229.277777777778,"Beijing"
2012,2,29,34.5217391304348,"Shanghai"
2012,3,1,250.958333333333,"Beijing"
2012,3,1,85.9166666666667,"Shanghai"
2012,3,2,121.375,"Beijing"
2012,3,2,94,"Shanghai"
2012,3,3,93.0909090909091,"Beijing"
2012,3,3,60.5833333333333,"Shanghai"
2012,3,4,131.75,"Beijing"
2012,3,4,67.125,"Shanghai"
2012,3,5,165.416666666667,"Beijing"
2012,3,5,80.9583333333333,"Shanghai"
2012,3,6,22.0416666666667,"Beijing"
2012,3,6,191.333333333333,"Shanghai"
2012,3,7,18.4782608695652,"Beijing"
2012,3,7,118.458333333333,"Shanghai"
2012,3,8,17.5833333333333,"Beijing"
2012,3,8,50.875,"Shanghai"
2012,3,9,93.0833333333333,"Beijing"
2012,3,9,27.1304347826087,"Shanghai"
2012,3,10,35.7083333333333,"Beijing"
2012,3,10,46.8333333333333,"Shanghai"
2012,3,11,23.75,"Beijing"
2012,3,11,90.5652173913043,"Shanghai"
2012,3,12,73.375,"Beijing"
2012,3,12,25.5454545454545,"Shanghai"
2012,3,13,112.458333333333,"Beijing"
2012,3,13,31.2916666666667,"Shanghai"
2012,3,14,32.6086956521739,"Beijing"
2012,3,14,32.9166666666667,"Shanghai"
2012,3,15,101.125,"Beijing"
2012,3,15,50.5833333333333,"Shanghai"
2012,3,16,273.916666666667,"Beijing"
2012,3,16,60.5,"Shanghai"
2012,3,17,195.666666666667,"Beijing"
2012,3,17,126.625,"Shanghai"
2012,3,18,42.25,"Beijing"
2012,3,18,95.5,"Shanghai"
2012,3,19,101.791666666667,"Beijing"
2012,3,19,40.6666666666667,"Shanghai"
2012,3,20,135.541666666667,"Beijing"
2012,3,20,30.7916666666667,"Shanghai"
2012,3,21,284.291666666667,"Beijing"
2012,3,21,38.0434782608696,"Shanghai"
2012,3,22,157.333333333333,"Beijing"
2012,3,22,47.8333333333333,"Shanghai"
2012,3,23,30.9583333333333,"Beijing"
2012,3,23,68.6666666666667,"Shanghai"
2012,3,24,19.4166666666667,"Beijing"
2012,3,24,56.75,"Shanghai"
2012,3,25,44.0416666666667,"Beijing"
2012,3,25,68.0833333333333,"Shanghai"
2012,3,26,160.375,"Beijing"
2012,3,26,47.5833333333333,"Shanghai"
2012,3,27,110.125,"Beijing"
2012,3,27,76.625,"Shanghai"
2012,3,28,46.25,"Beijing"
2012,3,28,83.4583333333333,"Shanghai"
2012,3,29,46.4166666666667,"Beijing"
2012,3,29,53.5,"Shanghai"
2012,3,30,16.8333333333333,"Beijing"
2012,3,30,74.9583333333333,"Shanghai"
2012,3,31,26.5,"Beijing"
2012,3,31,57.6666666666667,"Shanghai"
2012,4,1,56.5833333333333,"Beijing"
2012,4,1,66.9166666666667,"Shanghai"
2012,4,2,41.5416666666667,"Beijing"
2012,4,2,51.4782608695652,"Shanghai"
2012,4,3,21.5833333333333,"Beijing"
2012,4,3,64.7916666666667,"Shanghai"
2012,4,4,16.6666666666667,"Beijing"
2012,4,4,78.8333333333333,"Shanghai"
2012,4,5,16.2083333333333,"Beijing"
2012,4,5,69.0833333333333,"Shanghai"
2012,4,6,29.75,"Beijing"
2012,4,6,44.375,"Shanghai"
2012,4,7,79.9166666666667,"Beijing"
2012,4,7,37.125,"Shanghai"
2012,4,8,50,"Beijing"
2012,4,8,53.2916666666667,"Shanghai"
2012,4,9,123.833333333333,"Beijing"
2012,4,9,30.9166666666667,"Shanghai"
2012,4,10,61.875,"Beijing"
2012,4,10,55.4166666666667,"Shanghai"
2012,4,11,19.5833333333333,"Beijing"
2012,4,11,64.4166666666667,"Shanghai"
2012,4,12,32.5,"Beijing"
2012,4,12,41.5,"Shanghai"
2012,4,13,54.25,"Beijing"
2012,4,13,44.5416666666667,"Shanghai"
2012,4,14,60.0833333333333,"Beijing"
2012,4,14,75.2916666666667,"Shanghai"
2012,4,15,73.5,"Beijing"
2012,4,15,50.8333333333333,"Shanghai"
2012,4,16,33.0416666666667,"Beijing"
2012,4,16,77.375,"Shanghai"
2012,4,17,122.375,"Beijing"
2012,4,17,69.2727272727273,"Shanghai"
2012,4,18,155.5,"Beijing"
2012,4,18,NA,"Shanghai"
2012,4,19,115.625,"Beijing"
2012,4,19,NA,"Shanghai"
2012,4,20,144.458333333333,"Beijing"
2012,4,20,77.4285714285714,"Shanghai"
2012,4,21,167.875,"Beijing"
2012,4,21,58.2916666666667,"Shanghai"
2012,4,22,170.125,"Beijing"
2012,4,22,63.9583333333333,"Shanghai"
2012,4,23,249.416666666667,"Beijing"
2012,4,23,56.625,"Shanghai"
2012,4,24,91.875,"Beijing"
2012,4,24,37.5833333333333,"Shanghai"
2012,4,25,20.875,"Beijing"
2012,4,25,54.3333333333333,"Shanghai"
2012,4,26,77.5416666666667,"Beijing"
2012,4,26,58.9166666666667,"Shanghai"
2012,4,27,74.4782608695652,"Beijing"
2012,4,27,53.2173913043478,"Shanghai"
2012,4,28,116.958333333333,"Beijing"
2012,4,28,34.625,"Shanghai"
2012,4,29,176.125,"Beijing"
2012,4,29,33.4166666666667,"Shanghai"
2012,4,30,180.375,"Beijing"
2012,4,30,34.75,"Shanghai"
2012,5,1,176.083333333333,"Beijing"
2012,5,1,40.125,"Shanghai"
2012,5,2,100.625,"Beijing"
2012,5,2,60.4347826086956,"Shanghai"
2012,5,3,70.0416666666667,"Beijing"
2012,5,3,91.9583333333333,"Shanghai"
2012,5,4,116.434782608696,"Beijing"
2012,5,4,133.272727272727,"Shanghai"
2012,5,5,96.9583333333333,"Beijing"
2012,5,5,NA,"Shanghai"
2012,5,6,105.708333333333,"Beijing"
2012,5,6,NA,"Shanghai"
2012,5,7,87.7916666666667,"Beijing"
2012,5,7,NA,"Shanghai"
2012,5,8,83.7916666666667,"Beijing"
2012,5,8,60.6153846153846,"Shanghai"
2012,5,9,113.583333333333,"Beijing"
2012,5,9,30.4347826086957,"Shanghai"
2012,5,10,181.375,"Beijing"
2012,5,10,50.125,"Shanghai"
2012,5,11,153.083333333333,"Beijing"
2012,5,11,69.4583333333333,"Shanghai"
2012,5,12,104.541666666667,"Beijing"
2012,5,12,63.2916666666667,"Shanghai"
2012,5,13,135.291666666667,"Beijing"
2012,5,13,33.2083333333333,"Shanghai"
2012,5,14,44.1666666666667,"Beijing"
2012,5,14,55.6363636363636,"Shanghai"
2012,5,15,33.75,"Beijing"
2012,5,15,111.521739130435,"Shanghai"
2012,5,16,28.2916666666667,"Beijing"
2012,5,16,103.416666666667,"Shanghai"
2012,5,17,55.9583333333333,"Beijing"
2012,5,17,61.2083333333333,"Shanghai"
2012,5,18,96.8333333333333,"Beijing"
2012,5,18,64.75,"Shanghai"
2012,5,19,156.157894736842,"Beijing"
2012,5,19,48,"Shanghai"
2012,5,20,NA,"Beijing"
2012,5,20,28.5,"Shanghai"
2012,5,21,147.076923076923,"Beijing"
2012,5,21,45.8333333333333,"Shanghai"
2012,5,22,87.75,"Beijing"
2012,5,22,34.695652173913,"Shanghai"
2012,5,23,29.5833333333333,"Beijing"
2012,5,23,43.6666666666667,"Shanghai"
2012,5,24,36,"Beijing"
2012,5,24,37.7083333333333,"Shanghai"
2012,5,25,55.0833333333333,"Beijing"
2012,5,25,29.2173913043478,"Shanghai"
2012,5,26,78.6666666666667,"Beijing"
2012,5,26,40.9583333333333,"Shanghai"
2012,5,27,117.125,"Beijing"
2012,5,27,64.4166666666667,"Shanghai"
2012,5,28,126.954545454545,"Beijing"
2012,5,28,57.1,"Shanghai"
2012,5,29,67.1666666666667,"Beijing"
2012,5,29,51.3333333333333,"Shanghai"
2012,5,30,15.875,"Beijing"
2012,5,30,19.0833333333333,"Shanghai"
2012,5,31,64.9583333333333,"Beijing"
2012,5,31,29.75,"Shanghai"
2012,6,1,80.4583333333333,"Beijing"
2012,6,1,45.5416666666667,"Shanghai"
2012,6,2,127.083333333333,"Beijing"
2012,6,2,37.8235294117647,"Shanghai"
2012,6,3,164.5,"Beijing"
2012,6,3,38.9166666666667,"Shanghai"
2012,6,4,113.083333333333,"Beijing"
2012,6,4,34.4545454545455,"Shanghai"
2012,6,5,64.9166666666667,"Beijing"
2012,6,5,13.4782608695652,"Shanghai"
2012,6,6,142.666666666667,"Beijing"
2012,6,6,21.7916666666667,"Shanghai"
2012,6,7,63.25,"Beijing"
2012,6,7,55.3333333333333,"Shanghai"
2012,6,8,75.75,"Beijing"
2012,6,8,110.291666666667,"Shanghai"
2012,6,9,110.875,"Beijing"
2012,6,9,127.458333333333,"Shanghai"
2012,6,10,12.25,"Beijing"
2012,6,10,100.416666666667,"Shanghai"
2012,6,11,29.8333333333333,"Beijing"
2012,6,11,53.9130434782609,"Shanghai"
2012,6,12,20.2916666666667,"Beijing"
2012,6,12,55.7916666666667,"Shanghai"
2012,6,13,70.125,"Beijing"
2012,6,13,58.1666666666667,"Shanghai"
2012,6,14,9.79166666666667,"Beijing"
2012,6,14,37.3913043478261,"Shanghai"
2012,6,15,11.0555555555556,"Beijing"
2012,6,15,21.0416666666667,"Shanghai"
2012,6,16,25.0833333333333,"Beijing"
2012,6,16,25.9166666666667,"Shanghai"
2012,6,17,78.6666666666667,"Beijing"
2012,6,17,21.4166666666667,"Shanghai"
2012,6,18,180.958333333333,"Beijing"
2012,6,18,15.7826086956522,"Shanghai"
2012,6,19,183.608695652174,"Beijing"
2012,6,19,14.9583333333333,"Shanghai"
2012,6,20,176.695652173913,"Beijing"
2012,6,20,17.9166666666667,"Shanghai"
2012,6,21,182.909090909091,"Beijing"
2012,6,21,21.2083333333333,"Shanghai"
2012,6,22,106.041666666667,"Beijing"
2012,6,22,30.4347826086957,"Shanghai"
2012,6,23,168.083333333333,"Beijing"
2012,6,23,11,"Shanghai"
2012,6,24,158.695652173913,"Beijing"
2012,6,24,71.4583333333333,"Shanghai"
2012,6,25,90.2916666666667,"Beijing"
2012,6,25,45.9166666666667,"Shanghai"
2012,6,26,109.166666666667,"Beijing"
2012,6,26,12.5416666666667,"Shanghai"
2012,6,27,68.2916666666667,"Beijing"
2012,6,27,16.625,"Shanghai"
2012,6,28,117.083333333333,"Beijing"
2012,6,28,31.5416666666667,"Shanghai"
2012,6,29,83.2173913043478,"Beijing"
2012,6,29,9.77272727272727,"Shanghai"
2012,6,30,69.0833333333333,"Beijing"
2012,6,30,49.5416666666667,"Shanghai"
2012,7,1,137.727272727273,"Beijing"
2012,7,1,51.0416666666667,"Shanghai"
2012,7,2,35.2608695652174,"Beijing"
2012,7,2,33.9130434782609,"Shanghai"
2012,7,3,36.5217391304348,"Beijing"
2012,7,3,29.9166666666667,"Shanghai"
2012,7,4,85.7391304347826,"Beijing"
2012,7,4,38.25,"Shanghai"
2012,7,5,95.2916666666667,"Beijing"
2012,7,5,20.8333333333333,"Shanghai"
2012,7,6,125.375,"Beijing"
2012,7,6,34.6086956521739,"Shanghai"
2012,7,7,161.625,"Beijing"
2012,7,7,30.2916666666667,"Shanghai"
2012,7,8,142.791666666667,"Beijing"
2012,7,8,35.6666666666667,"Shanghai"
2012,7,9,94.6666666666667,"Beijing"
2012,7,9,47.7916666666667,"Shanghai"
2012,7,10,45.5833333333333,"Beijing"
2012,7,10,42.4166666666667,"Shanghai"
2012,7,11,64.1666666666667,"Beijing"
2012,7,11,50.2083333333333,"Shanghai"
2012,7,12,23.5454545454545,"Beijing"
2012,7,12,61.625,"Shanghai"
2012,7,13,25.625,"Beijing"
2012,7,13,40.3333333333333,"Shanghai"
2012,7,14,32.3333333333333,"Beijing"
2012,7,14,40.4583333333333,"Shanghai"
2012,7,15,40.75,"Beijing"
2012,7,15,33.9166666666667,"Shanghai"
2012,7,16,76.4583333333333,"Beijing"
2012,7,16,22.6666666666667,"Shanghai"
2012,7,17,83.2608695652174,"Beijing"
2012,7,17,20,"Shanghai"
2012,7,18,87.1304347826087,"Beijing"
2012,7,18,44.0833333333333,"Shanghai"
2012,7,19,125.208333333333,"Beijing"
2012,7,19,69.6666666666667,"Shanghai"
2012,7,20,201.875,"Beijing"
2012,7,20,31.625,"Shanghai"
2012,7,21,162.791666666667,"Beijing"
2012,7,21,5.34782608695652,"Shanghai"
2012,7,22,15.9583333333333,"Beijing"
2012,7,22,4.5,"Shanghai"
2012,7,23,31.9583333333333,"Beijing"
2012,7,23,4.31818181818182,"Shanghai"
2012,7,24,69.8333333333333,"Beijing"
2012,7,24,3.47619047619048,"Shanghai"
2012,7,25,82.7916666666667,"Beijing"
2012,7,25,4.31818181818182,"Shanghai"
2012,7,26,56.4782608695652,"Beijing"
2012,7,26,4.33333333333333,"Shanghai"
2012,7,27,82.4583333333333,"Beijing"
2012,7,27,3.65217391304348,"Shanghai"
2012,7,28,106.933333333333,"Beijing"
2012,7,28,5.69565217391304,"Shanghai"
2012,7,29,NA,"Beijing"
2012,7,29,4.84210526315789,"Shanghai"
2012,7,30,54.8333333333333,"Beijing"
2012,7,30,4.04166666666667,"Shanghai"
2012,7,31,25,"Beijing"
2012,7,31,3.90909090909091,"Shanghai"
2012,8,1,12.9583333333333,"Beijing"
2012,8,1,13.3913043478261,"Shanghai"
2012,8,2,21.0833333333333,"Beijing"
2012,8,2,14.0454545454545,"Shanghai"
2012,8,3,55.3478260869565,"Beijing"
2012,8,3,10.1739130434783,"Shanghai"
2012,8,4,25.4583333333333,"Beijing"
2012,8,4,5.63636363636364,"Shanghai"
2012,8,5,48.7083333333333,"Beijing"
2012,8,5,11.875,"Shanghai"
2012,8,6,63.6666666666667,"Beijing"
2012,8,6,16.0416666666667,"Shanghai"
2012,8,7,68.4166666666667,"Beijing"
2012,8,7,11.0434782608696,"Shanghai"
2012,8,8,74.9166666666667,"Beijing"
2012,8,8,5.39130434782609,"Shanghai"
2012,8,9,38.3333333333333,"Beijing"
2012,8,9,20.875,"Shanghai"
2012,8,10,79.0416666666667,"Beijing"
2012,8,10,24.2608695652174,"Shanghai"
2012,8,11,109.4375,"Beijing"
2012,8,11,25.9166666666667,"Shanghai"
2012,8,12,NA,"Beijing"
2012,8,12,31.4166666666667,"Shanghai"
2012,8,13,25,"Beijing"
2012,8,13,43.2083333333333,"Shanghai"
2012,8,14,55,"Beijing"
2012,8,14,31.8571428571429,"Shanghai"
2012,8,15,54.1666666666667,"Beijing"
2012,8,15,25.375,"Shanghai"
2012,8,16,75.5909090909091,"Beijing"
2012,8,16,5,"Shanghai"
2012,8,17,129.95652173913,"Beijing"
2012,8,17,4.90476190476191,"Shanghai"
2012,8,18,177.8,"Beijing"
2012,8,18,7,"Shanghai"
2012,8,19,NA,"Beijing"
2012,8,19,16.125,"Shanghai"
2012,8,20,NA,"Beijing"
2012,8,20,26.3913043478261,"Shanghai"
2012,8,21,16.8333333333333,"Beijing"
2012,8,21,6.18181818181818,"Shanghai"
2012,8,22,20,"Beijing"
2012,8,22,13.695652173913,"Shanghai"
2012,8,23,78.2916666666667,"Beijing"
2012,8,23,13.8333333333333,"Shanghai"
2012,8,24,86.625,"Beijing"
2012,8,24,11,"Shanghai"
2012,8,25,126.166666666667,"Beijing"
2012,8,25,7.47826086956522,"Shanghai"
2012,8,26,155.916666666667,"Beijing"
2012,8,26,5.5,"Shanghai"
2012,8,27,64.625,"Beijing"
2012,8,27,7.78260869565217,"Shanghai"
2012,8,28,87.5833333333333,"Beijing"
2012,8,28,25.0434782608696,"Shanghai"
2012,8,29,107.583333333333,"Beijing"
2012,8,29,37.875,"Shanghai"
2012,8,30,236.958333333333,"Beijing"
2012,8,30,17.5833333333333,"Shanghai"
2012,8,31,185.541666666667,"Beijing"
2012,8,31,13.25,"Shanghai"
2012,9,1,157.083333333333,"Beijing"
2012,9,1,15.75,"Shanghai"
2012,9,2,29.7083333333333,"Beijing"
2012,9,2,14.5833333333333,"Shanghai"
2012,9,3,9.58333333333333,"Beijing"
2012,9,3,30.9130434782609,"Shanghai"
2012,9,4,14.25,"Beijing"
2012,9,4,53.6666666666667,"Shanghai"
2012,9,5,32.5,"Beijing"
2012,9,5,43.875,"Shanghai"
2012,9,6,94.7083333333333,"Beijing"
2012,9,6,14.9583333333333,"Shanghai"
2012,9,7,81.5416666666667,"Beijing"
2012,9,7,17.1666666666667,"Shanghai"
2012,9,8,50.9583333333333,"Beijing"
2012,9,8,35.125,"Shanghai"
2012,9,9,112.208333333333,"Beijing"
2012,9,9,22.3333333333333,"Shanghai"
2012,9,10,130.458333333333,"Beijing"
2012,9,10,19.125,"Shanghai"
2012,9,11,105.291666666667,"Beijing"
2012,9,11,31.375,"Shanghai"
2012,9,12,18.2916666666667,"Beijing"
2012,9,12,67.9090909090909,"Shanghai"
2012,9,13,14.6666666666667,"Beijing"
2012,9,13,73.8260869565217,"Shanghai"
2012,9,14,17,"Beijing"
2012,9,14,54.5833333333333,"Shanghai"
2012,9,15,34.9583333333333,"Beijing"
2012,9,15,24.2083333333333,"Shanghai"
2012,9,16,55.304347826087,"Beijing"
2012,9,16,22.7083333333333,"Shanghai"
2012,9,17,42.2083333333333,"Beijing"
2012,9,17,49.7916666666667,"Shanghai"
2012,9,18,31.5416666666667,"Beijing"
2012,9,18,83.7916666666667,"Shanghai"
2012,9,19,57.2083333333333,"Beijing"
2012,9,19,125.541666666667,"Shanghai"
2012,9,20,112.708333333333,"Beijing"
2012,9,20,117.5,"Shanghai"
2012,9,21,147.791666666667,"Beijing"
2012,9,21,100.5,"Shanghai"
2012,9,22,109.666666666667,"Beijing"
2012,9,22,47.75,"Shanghai"
2012,9,23,105.333333333333,"Beijing"
2012,9,23,42.625,"Shanghai"
2012,9,24,63.125,"Beijing"
2012,9,24,33.125,"Shanghai"
2012,9,25,61.8333333333333,"Beijing"
2012,9,25,30.6818181818182,"Shanghai"
2012,9,26,27.6086956521739,"Beijing"
2012,9,26,20.1176470588235,"Shanghai"
2012,9,27,36.3809523809524,"Beijing"
2012,9,27,22.5833333333333,"Shanghai"
2012,9,28,3.18181818181818,"Beijing"
2012,9,28,29.7916666666667,"Shanghai"
2012,9,29,15,"Beijing"
2012,9,29,35.25,"Shanghai"
2012,9,30,15.4583333333333,"Beijing"
2012,9,30,42.0416666666667,"Shanghai"
2012,10,1,53.5833333333333,"Beijing"
2012,10,1,58.1666666666667,"Shanghai"
2012,10,2,155.666666666667,"Beijing"
2012,10,2,54.75,"Shanghai"
2012,10,3,53.9565217391304,"Beijing"
2012,10,3,48.1739130434783,"Shanghai"
2012,10,4,13.5416666666667,"Beijing"
2012,10,4,48.9583333333333,"Shanghai"
2012,10,5,50.5,"Beijing"
2012,10,5,109.208333333333,"Shanghai"
2012,10,6,94.0416666666667,"Beijing"
2012,10,6,126.75,"Shanghai"
2012,10,7,127.958333333333,"Beijing"
2012,10,7,31.5416666666667,"Shanghai"
2012,10,8,263.25,"Beijing"
2012,10,8,24.5,"Shanghai"
2012,10,9,106.041666666667,"Beijing"
2012,10,9,28.3478260869565,"Shanghai"
2012,10,10,19.875,"Beijing"
2012,10,10,56.1304347826087,"Shanghai"
2012,10,11,131.416666666667,"Beijing"
2012,10,11,19.625,"Shanghai"
2012,10,12,170.916666666667,"Beijing"
2012,10,12,14.6666666666667,"Shanghai"
2012,10,13,35.0833333333333,"Beijing"
2012,10,13,22.5416666666667,"Shanghai"
2012,10,14,43.5416666666667,"Beijing"
2012,10,14,30.6666666666667,"Shanghai"
2012,10,15,101.958333333333,"Beijing"
2012,10,15,33.125,"Shanghai"
2012,10,16,39.2608695652174,"Beijing"
2012,10,16,23.5416666666667,"Shanghai"
2012,10,17,25.8333333333333,"Beijing"
2012,10,17,44.5416666666667,"Shanghai"
2012,10,18,62.5833333333333,"Beijing"
2012,10,18,36.7826086956522,"Shanghai"
2012,10,19,176.916666666667,"Beijing"
2012,10,19,30.4583333333333,"Shanghai"
2012,10,20,202.739130434783,"Beijing"
2012,10,20,38.9583333333333,"Shanghai"
2012,10,21,48.4583333333333,"Beijing"
2012,10,21,31.4583333333333,"Shanghai"
2012,10,22,26.0833333333333,"Beijing"
2012,10,22,91.9583333333333,"Shanghai"
2012,10,23,78.5,"Beijing"
2012,10,23,81.5416666666667,"Shanghai"
2012,10,24,108.666666666667,"Beijing"
2012,10,24,38,"Shanghai"
2012,10,25,196.291666666667,"Beijing"
2012,10,25,42.9166666666667,"Shanghai"
2012,10,26,280.333333333333,"Beijing"
2012,10,26,39.6190476190476,"Shanghai"
2012,10,27,146.208333333333,"Beijing"
2012,10,27,105.818181818182,"Shanghai"
2012,10,28,25.8333333333333,"Beijing"
2012,10,28,204.333333333333,"Shanghai"
2012,10,29,38.375,"Beijing"
2012,10,29,88.3181818181818,"Shanghai"
2012,10,30,31.2608695652174,"Beijing"
2012,10,30,40.9090909090909,"Shanghai"
2012,10,31,32.625,"Beijing"
2012,10,31,74.75,"Shanghai"
2012,11,1,96.3333333333333,"Beijing"
2012,11,1,99.25,"Shanghai"
2012,11,2,164.25,"Beijing"
2012,11,2,28.4166666666667,"Shanghai"
2012,11,3,139.833333333333,"Beijing"
2012,11,3,24.9166666666667,"Shanghai"
2012,11,4,19.8333333333333,"Beijing"
2012,11,4,54.1666666666667,"Shanghai"
2012,11,5,27.5416666666667,"Beijing"
2012,11,5,60.3333333333333,"Shanghai"
2012,11,6,83.4583333333333,"Beijing"
2012,11,6,118.5,"Shanghai"
2012,11,7,65,"Beijing"
2012,11,7,164.875,"Shanghai"
2012,11,8,56.4583333333333,"Beijing"
2012,11,8,93.5652173913043,"Shanghai"
2012,11,9,105.708333333333,"Beijing"
2012,11,9,31,"Shanghai"
2012,11,10,71.9166666666667,"Beijing"
2012,11,10,32.1875,"Shanghai"
2012,11,11,11.7916666666667,"Beijing"
2012,11,11,45.0833333333333,"Shanghai"
2012,11,12,21,"Beijing"
2012,11,12,53.9166666666667,"Shanghai"
2012,11,13,13.375,"Beijing"
2012,11,13,86.7916666666667,"Shanghai"
2012,11,14,41.1666666666667,"Beijing"
2012,11,14,83.4782608695652,"Shanghai"
2012,11,15,142.5,"Beijing"
2012,11,15,34.75,"Shanghai"
2012,11,16,116.375,"Beijing"
2012,11,16,53.0416666666667,"Shanghai"
2012,11,17,70.375,"Beijing"
2012,11,17,140.416666666667,"Shanghai"
2012,11,18,123,"Beijing"
2012,11,18,90.625,"Shanghai"
2012,11,19,23.7894736842105,"Beijing"
2012,11,19,125.166666666667,"Shanghai"
2012,11,20,124.666666666667,"Beijing"
2012,11,20,27.7916666666667,"Shanghai"
2012,11,21,270.291666666667,"Beijing"
2012,11,21,21.2083333333333,"Shanghai"
2012,11,22,144.375,"Beijing"
2012,11,22,22.375,"Shanghai"
2012,11,23,45.9166666666667,"Beijing"
2012,11,23,41.375,"Shanghai"
2012,11,24,159.666666666667,"Beijing"
2012,11,24,48.6666666666667,"Shanghai"
2012,11,25,148.041666666667,"Beijing"
2012,11,25,46.5416666666667,"Shanghai"
2012,11,26,30.4545454545455,"Beijing"
2012,11,26,102.166666666667,"Shanghai"
2012,11,27,183.791666666667,"Beijing"
2012,11,27,114.666666666667,"Shanghai"
2012,11,28,22.2916666666667,"Beijing"
2012,11,28,85.2083333333333,"Shanghai"
2012,11,29,74.1666666666667,"Beijing"
2012,11,29,55.75,"Shanghai"
2012,11,30,31,"Beijing"
2012,11,30,25.25,"Shanghai"
